fname,fold,epochs,loss,acc,bal_acc,auprc,auroc,val_loss,val_acc,val_bal_acc,val_auprc,val_auroc
c02x - AD - Astro,0,129,0.09008460491895676,0.9695122241973877,0.9687651331719128,0.9993743493204408,0.9988700564971752,1.0549077987670898,0.30434781312942505,0.175,0.8475348447655455,0.25
c02x - AD - Astro,1,100,0.09918959438800812,0.9797297120094299,0.9733589087809037,0.9993269583807944,0.9985080988917306,1.1132582426071167,0.4615384638309479,0.4008152173913043,0.5575953571008092,0.36141304347826086
c02x - AD - Astro,2,101,0.07956899702548981,0.9857142567634583,0.9787234042553192,0.9999999999999999,1.0,0.875946044921875,0.6170212626457214,0.5239583333333333,0.7145270733647786,0.5
c02x - AD - Astro,3,105,0.07093062251806259,0.9791666865348816,0.985,0.9994059017666472,0.9986363636363637,1.3103049993515015,0.4651162922382355,0.4622222222222222,0.545074649999238,0.44444444444444453
c02x - AD - Astro,4,103,0.08002563565969467,0.9736841917037964,0.9753846153846153,0.9992247796208192,0.9984615384615385,0.938791036605835,0.6000000238418579,0.6,0.7920909245559709,0.612
c02x - AD - Endo,0,146,0.14395375549793243,0.9652777910232544,0.968588015757827,0.999154338359233,0.9985486211901307,0.752476155757904,0.59375,0.6255411255411256,0.7328799700632533,0.5497835497835497
c02x - AD - Endo,1,102,0.06339490413665771,0.9928057789802551,0.9943181818181819,0.9998723186925433,0.999777183600713,1.087994933128357,0.4864864945411682,0.41025641025641024,0.6422421626800008,0.42948717948717946
c02x - AD - Endo,2,111,0.13601547479629517,0.9632353186607361,0.9667441860465116,0.9986676279072366,0.9976744186046511,0.8063480257987976,0.4749999940395355,0.49725274725274726,0.6377879584883749,0.4285714285714286
c02x - AD - Endo,3,100,0.0919594019651413,0.9931507110595703,0.9947368421052631,0.999890350877193,0.9997936016511868,0.886443018913269,0.5,0.4683257918552036,0.6981537364987243,0.5248868778280543
c02x - AD - Endo,4,102,0.09904777258634567,0.9928057789802551,0.9901960784313726,0.9994804346446575,0.999108734402852,0.8490312695503235,0.5945945978164673,0.47596153846153844,0.6452876466565584,0.46474358974358976
c02x - AD - EN_L3_5_IT_1,0,149,0.11276224255561829,0.966292142868042,0.9625893232450609,0.9982848837958274,0.9966372425388819,0.6576072573661804,0.6170212626457214,0.497737556561086,0.8469247847795793,0.658371040723982
c02x - AD - EN_L3_5_IT_1,1,106,0.09066497534513474,0.9725274443626404,0.9704561403508771,0.9993009175934909,0.9984561403508773,0.8458532094955444,0.604651153087616,0.5712669683257918,0.67948766132498,0.5316742081447964
c02x - AD - EN_L3_5_IT_1,2,109,0.07928670197725296,0.9725274443626404,0.9652777777777777,0.9988678610284232,0.9974489795918366,0.9447472095489502,0.6511628031730652,0.6222222222222222,0.746890886565043,0.6533333333333333
c02x - AD - EN_L3_5_IT_1,3,109,0.11813893169164658,0.9621621370315552,0.9559588862867552,0.9978208963944213,0.9958365860005204,0.9853475093841553,0.6499999761581421,0.47648902821316613,0.6902537142610703,0.41379310344827586
c02x - AD - EN_L3_5_IT_1,4,103,0.0815005674958229,0.9768785834312439,0.9701903062741599,0.9992273272897714,0.9985132322331252,1.3975149393081665,0.6346153616905212,0.4657657657657658,0.6378609618159182,0.3639639639639639
c02x - AD - EN_L3_5_IT_3,0,102,0.18088333308696747,0.9322034120559692,0.9324786324786325,0.9960585558830256,0.9921652421652423,1.4379079341888428,0.4047619104385376,0.39702517162471396,0.4767119741924779,0.36613272311212813
c02x - AD - EN_L3_5_IT_3,1,116,0.07817278802394867,0.9772727489471436,0.9759003149390661,0.9991813275229078,0.998630699712447,0.9785891771316528,0.39534884691238403,0.4274193548387097,0.6834322725058578,0.44892473118279563
c02x - AD - EN_L3_5_IT_3,2,117,0.10786702483892441,0.977011501789093,0.9754410726887791,0.9986795197165765,0.997741707833451,0.9066556692123413,0.6666666865348816,0.5034562211981567,0.5853701231874522,0.32258064516129037
c02x - AD - EN_L3_5_IT_3,3,101,0.0850474163889885,0.9704142212867737,0.9664606572203799,0.9988763905736143,0.9980403979499548,1.0388530492782593,0.5400000214576721,0.4518716577540107,0.7260600525004328,0.5008912655971479
c02x - AD - EN_L3_5_IT_3,4,105,0.13315428793430328,0.9777777791023254,0.9792236194641881,0.9989756513092005,0.9979496992892292,0.9961038827896118,0.43589743971824646,0.45320855614973266,0.498579261363392,0.38235294117647056
c02x - AD - EN_L5_ET,0,117,0.12593893706798553,0.9399999976158142,0.9461958806221101,0.9981170279544009,0.9970575872215216,0.9653033018112183,0.5925925970077515,0.5941176470588235,0.7923526943684435,0.6
c02x - AD - EN_L5_ET,1,112,0.09582950919866562,0.970588207244873,0.975,1.0,1.0,0.9094904661178589,0.6000000238418579,0.46031746031746035,0.755903640917943,0.46825396825396826
c02x - AD - EN_L5_ET,2,103,0.1649128794670105,0.9611650705337524,0.9637592137592138,0.9977698706893224,0.9959049959049959,0.8328408598899841,0.6666666865348816,0.6666666666666666,0.6833331292890117,0.6666666666666666
c02x - AD - EN_L5_ET,3,101,0.20613425970077515,0.9134615659713745,0.924312814556717,0.9942278276256282,0.9907084785133565,1.0256364345550537,0.5652173757553101,0.55,0.6965815084468334,0.6
c02x - AD - EN_L5_ET,4,103,0.09692402184009552,0.9797979593276978,0.9784219703574543,0.9997439836149513,0.9995640802092416,1.1792044639587402,0.5357142686843872,0.5208333333333334,0.6859541622593093,0.5364583333333334
c02x - AD - EN_L6B,0,100,0.1349964141845703,0.9626865386962891,0.9565908535094155,0.9978859542635433,0.9960870628515529,0.8427560925483704,0.3333333432674408,0.2987012987012987,0.6980466428995842,0.42857142857142855
c02x - AD - EN_L6B,1,107,0.10684024542570114,0.9739130139350891,0.9625,0.9980735495912135,0.9963333333333334,1.0285872220993042,0.5675675868988037,0.5124223602484472,0.7037651848078464,0.546583850931677
